"model","timezero","forecast_date","target_end_date","target","location","truth_data_eval","truth_data_model","truth","shift","value.point","value.0.025","value.0.25","value.0.5","value.0.75","value.0.975","ae","wgt_iw","wgt_pen_u","wgt_pen_l","wis","pit_lower","pit_upper"
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM06","ECDC","ECDC",2604,0,2630,2574,2617,2630,2632,2681,26,2.36130434782609,0,11.8260869565217,14.1873913043478,0.1,0.15
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM07","ECDC","ECDC",9033,0,8883,8701,8822,8883,8919,9043,150,16.8417391304348,78.9565217391304,0,95.7982608695652,0.95,0.975
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM08","ECDC","ECDC",2035,0,2013,1980,2003,2013,2027,2052,22,3.63565217391304,7.91304347826087,0,11.5486956521739,0.85,0.9
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM09","ECDC","ECDC",606,0,596,575,589,596,604,621,10,2.44521739130435,2.52173913043478,0,4.96695652173913,0.75,0.85
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM10","ECDC","ECDC",648,0,660,643,653,660,664,677,12,1.63913043478261,0,4.60869565217391,6.24782608695652,0.025,0.1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM11","ECDC","ECDC",1549,0,1537,1460,1511,1537,1566,1623,12,8.76652173913043,1.04347826086957,0,9.81,0.55,0.65
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM12","ECDC","ECDC",296,0,308,293,302,308,310,322,12,1.39782608695652,0,4.8695652173913,6.26739130434783,0.025,0.1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM13","ECDC","ECDC",4982,0,4597,4517,4570,4597,4625,4683,385,8.72,343.521739130435,0,352.241739130435,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM14","ECDC","ECDC",1089,0,1035,1013,1028,1035,1042,1058,54,2.29347826086957,43.1304347826087,0,45.4239130434783,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM15","ECDC","ECDC",1611,0,1589,1540,1573,1589,1605,1641,22,5.17782608695652,6.69565217391304,0,11.8734782608696,0.8,0.85
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead cum death","GM16","ECDC","ECDC",1800,0,1771,1727,1756,1771,1785,1814,29,4.55434782608696,12.304347826087,0,16.8586956521739,0.9,0.95
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM","ECDC","ECDC",6096,0,5239,4399,4946,5239,5521,6195,857,92.415652173913,449.869565217391,0,542.285217391304,0.95,0.975
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM01","ECDC","ECDC",586,0,470,399,443,470,489,540,116,8.05434782608696,80.6086956521739,0,88.6630434782609,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM02","ECDC","ECDC",853,0,691,597,656,691,731,815,162,13.3313043478261,97.4782608695652,0,110.809565217391,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM03","ECDC","ECDC",11,0,21,16,20,21,23,26,10,0.532173913043478,0,7.82608695652174,8.35826086956522,0,0.01
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM04","ECDC","ECDC",103,0,118,103,113,118,124,137,15,1.78869565217391,0,7.69565217391304,9.48434782608696,0.01,0.05
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM05","ECDC","ECDC",446,0,539,434,504,539,578,651,93,11.8091304347826,0,45.4347826086956,57.2439130434783,0.025,0.05
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM06","ECDC","ECDC",291,0,314,256,306,314,318,360,23,2.64521739130435,0,10.8260869565217,13.4713043478261,0.15,0.2
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM07","ECDC","ECDC",1167,0,1030,839,972,1030,1066,1210,137,16.6230434782609,72.9130434782609,0,89.5360869565217,0.95,0.975
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM08","ECDC","ECDC",295,0,267,234,257,267,282,307,28,3.84913043478261,11.3913043478261,0,15.2404347826087,0.9,0.95
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM09","ECDC","ECDC",77,0,83,59,71,83,88,107,6,2.68608695652174,0,0.869565217391304,3.55565217391304,0.35,0.4
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM10","ECDC","ECDC",114,0,114,98,107,114,119,133,0,1.75782608695652,0,0,1.75782608695652,0.4,0.6
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM11","ECDC","ECDC",268,0,267,191,242,267,297,352,1,8.85782608695652,0.0434782608695652,0,8.90130434782609,0.5,0.55
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM12","ECDC","ECDC",61,0,70,55,65,70,71,84,9,1.32130434782609,0,2.91304347826087,4.23434782608696,0.1,0.15
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM13","ECDC","ECDC",1001,0,608,529,582,608,637,696,393,8.66478260869565,351,0,359.664782608696,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM14","ECDC","ECDC",257,0,189,167,182,189,196,213,68,2.28782608695652,57.0434782608696,0,59.3313043478261,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM15","ECDC","ECDC",313,0,275,224,258,275,291,328,38,5.23304347826087,17.2173913043478,0,22.4504347826087,0.9,0.95
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-16,"1 wk ahead inc death","GM16","ECDC","ECDC",253,0,244,198,229,244,259,288,9,4.69913043478261,1.34782608695652,0,6.04695652173913,0.6,0.7
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM","ECDC","ECDC",51521,0,50764,47952,49702,50764,51887,54246,757,323.094782608696,129.95652173913,0,453.051304347826,0.65,0.7
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM01","ECDC","ECDC",6585,0,6429,6205,6336,6429,6503,6688,156,29.8908695652174,54.7826086956522,0,84.6734782608696,0.8,0.85
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM02","ECDC","ECDC",9583,0,9094,8826,8983,9094,9214,9477,489,40.5865217391304,285.086956521739,0,325.67347826087,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM03","ECDC","ECDC",250,0,269,252,263,269,275,288,19,1.94695652173913,0,10.5652173913043,12.5121739130435,0.01,0.025
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM04","ECDC","ECDC",976,0,1042,989,1023,1042,1063,1114,66,6.47434782608696,0,39.304347826087,45.7786956521739,0,0.01
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM05","ECDC","ECDC",4362,0,4595,4273,4482,4595,4739,5025,233,41.2547826086957,0,96.1304347826087,137.385217391304,0.05,0.1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM06","ECDC","ECDC",2945,0,3030,2823,2992,3030,3043,3205,85,10.7878260869565,0,35.695652173913,46.4834782608696,0.15,0.2
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM07","ECDC","ECDC",9895,0,10043,9441,9846,10043,10229,10733,148,63.1373913043478,0,32.3478260869565,95.4852173913044,0.3,0.35
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM08","ECDC","ECDC",2263,0,2309,2187,2268,2309,2361,2458,46,14.11,0,11.8260869565217,25.9360869565217,0.2,0.25
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM09","ECDC","ECDC",681,0,764,647,699,764,785,912,83,15.1073913043478,0,22.1304347826087,37.2378260869565,0.15,0.2
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM10","ECDC","ECDC",741,0,805,747,777,805,822,881,64,7.08521739130435,0,31.3913043478261,38.4765217391304,0.01,0.025
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM11","ECDC","ECDC",1896,0,1792,1589,1717,1792,1889,2088,104,27.3273913043478,25.5652173913043,0,52.8926086956522,0.75,0.8
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM12","ECDC","ECDC",355,0,389,344,374,389,400,450,34,4.73652173913043,0,14.8695652173913,19.6060869565217,0.05,0.1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM13","ECDC","ECDC",5670,0,5173,4945,5092,5173,5260,5453,497,26.6660869565217,365.695652173913,0,392.361739130435,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM14","ECDC","ECDC",1397,0,1239,1170,1217,1239,1263,1325,158,7.68913043478261,117.826086956522,0,125.515217391304,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM15","ECDC","ECDC",1901,0,1907,1735,1845,1907,1971,2125,6,19.7234782608696,0,0.260869565217391,19.984347826087,0.45,0.5
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead cum death","GM16","ECDC","ECDC",2021,0,2105,1930,2038,2105,2173,2304,84,20.4,0,24.0869565217391,44.4869565217391,0.15,0.2
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM","ECDC","ECDC",5547,0,5655,3643,4851,5655,6439,8274,108,238.667391304348,0,4.69565217391304,243.363043478261,0.45,0.5
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM01","ECDC","ECDC",535,0,499,339,433,499,556,707,36,22.5286956521739,3.1304347826087,0,25.6591304347826,0.55,0.6
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM02","ECDC","ECDC",944,0,625,451,560,625,711,892,319,27.0734782608696,178.04347826087,0,205.116956521739,0.975,0.99
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM03","ECDC","ECDC",20,0,27,15,22,27,31,41,7,1.39304347826087,0,2.1304347826087,3.52347826086957,0.1,0.2
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM04","ECDC","ECDC",81,0,138,101,125,138,154,193,57,4.7495652173913,0,38.4782608695652,43.2278260869565,0,0.01
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM05","ECDC","ECDC",455,0,561,340,480,561,669,888,106,30.1391304347826,0,30.4347826086957,60.5739130434783,0.15,0.2
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM06","ECDC","ECDC",341,0,403,239,373,403,413,532,62,9.09521739130435,0,22.695652173913,31.7908695652174,0.15,0.2
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM07","ECDC","ECDC",862,0,1162,740,1013,1162,1308,1699,300,45.8126086956522,0,134.086956521739,179.899565217391,0.1,0.15
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM08","ECDC","ECDC",228,0,294,205,265,294,336,406,66,10.7413043478261,0,29.5652173913043,40.3065217391304,0.05,0.1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM09","ECDC","ECDC",75,0,164,70,111,164,181,291,89,12.8934782608696,0,32.4782608695652,45.3717391304348,0.025,0.05
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM10","ECDC","ECDC",93,0,144,103,124,144,156,202,51,5.54652173913044,0,26.4782608695652,32.0247826086957,0.01,0.025
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM11","ECDC","ECDC",347,0,255,125,203,255,322,473,92,19.0452173913043,27.7391304347826,0,46.784347826087,0.8,0.85
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM12","ECDC","ECDC",59,0,84,50,71,84,91,126,25,3.61478260869565,0,9.69565217391304,13.3104347826087,0.05,0.1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM13","ECDC","ECDC",688,0,575,423,521,575,634,775,113,18.2417391304348,44.304347826087,0,62.5460869565217,0.85,0.9
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM14","ECDC","ECDC",308,0,204,156,188,204,223,267,104,5.57434782608696,74.0869565217391,0,79.6613043478261,0.99,1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM15","ECDC","ECDC",290,0,318,193,270,318,364,484,28,14.8865217391304,0,4.26086956521739,19.1473913043478,0.3,0.35
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-23,"2 wk ahead inc death","GM16","ECDC","ECDC",221,0,334,201,281,334,388,490,113,16.0847826086957,0,50.3913043478261,66.4760869565217,0.05,0.1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM","ECDC","ECDC",56546,0,56885,50906,54457,56885,59504,65571,339,740.81,0,14.7391304347826,755.549130434783,0.45,0.5
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM01","ECDC","ECDC",7013,0,6965,6495,6766,6965,7158,7665,48,70.2,2.08695652173913,0,72.2869565217391,0.5,0.55
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM02","ECDC","ECDC",10344,0,9650,9156,9449,9650,9900,10452,694,80.9808695652174,302.869565217391,0,383.850434782609,0.9,0.95
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM03","ECDC","ECDC",266,0,303,266,288,303,320,356,37,4.98173913043478,0,18.1304347826087,23.1121739130435,0.01,0.05
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM04","ECDC","ECDC",1066,0,1206,1089,1162,1206,1258,1389,140,15.5686956521739,0,79.8260869565217,95.3947826086956,0,0.01
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM05","ECDC","ECDC",4786,0,5186,4535,4936,5186,5531,6284,400,95.0447826086957,0,136.260869565217,231.305652173913,0.1,0.15
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM06","ECDC","ECDC",3253,0,3559,3043,3449,3559,3589,4013,306,30.4165217391304,0,130.608695652174,161.025217391304,0.1,0.15
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM07","ECDC","ECDC",10717,0,11387,10093,10917,11387,11846,13184,670,149.748260869565,0,245.478260869565,395.22652173913,0.15,0.2
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM08","ECDC","ECDC",2450,0,2638,2365,2540,2638,2771,3014,188,34.8813043478261,0,75.5652173913043,110.44652173913,0.05,0.1
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM09","ECDC","ECDC",731,0,1091,732,881,1091,1175,1731,360,56.3386956521739,0,135.304347826087,191.643043478261,0.01,0.025
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM10","ECDC","ECDC",853,0,991,857,923,991,1030,1197,138,18.8347826086957,0,57.9130434782609,76.7478260869565,0.01,0.025
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM11","ECDC","ECDC",2263,0,2030,1667,1881,2030,2232,2731,233,56.7286956521739,61.2608695652174,0,117.989565217391,0.75,0.8
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM12","ECDC","ECDC",443,0,493,388,450,493,517,637,50,11.8013043478261,0,12.695652173913,24.4969565217391,0.2,0.25
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM13","ECDC","ECDC",6254,0,5713,5274,5554,5713,5890,6323,541,54.0213043478261,285.95652173913,0,339.977826086956,0.95,0.975
"FIAS_FZJ-Epi1Ger",2021-01-11,2021-01-11,2021-01-30,"3 wk ahead cum death","GM14","ECDC","ECDC",1705,0,1459,1314,1410,1459,1518,1662,246,17.3565217391304,152.086956521739,0,169.44347826087,0.975,0.99
